总局数：20    人数：28    总组局基金：0,,,,,,,
排名,"玩家昵称	","玩家ID	","局数	","手数	","带入	",盈亏,备注名
1,LLinusLLove丶,88473776,18,709,37100,8115,
2,ahdbwudhw,88746855,8,370,8000,4995,
3,谭轩187,88793922,9,521,6900,1025,
4,JoshaOL,88746876,4,164,1800,903,
5,RichardDickensons,88789098,3,212,1200,766,
6,ezmoneysnipe,88828973,9,595,5600,693,
7,HowieW704,88658057,1,65,400,536,
8,Ameliak_948,88548388,1,66,400,433,
9,SamuelYapglm,88867159,5,342,1900,262,
10,一个渔夫,88847896,3,53,1000,214,
11,Liv_inmyheart,88793672,4,103,1600,206,
12,hoeward,88771227,1,66,400,142,
13,Phil_hellmuth69,88746875,6,209,2400,78,
14,CBER,88785353,5,168,2000,31,
15,DanielsQN,88735315,1,1,400,-4,
16,Brandonq_265,88523817,12,634,8700,-24,
17,Truetellerkuz,88489156,1,21,800,-259,
18,JW_,88536162,2,53,1400,-283,
19,Userhbp,88872729,1,17,400,-400,
20,poopburger88,88751569,3,94,2000,-651,
21,runnerrunnerrrr,88724379,1,62,2000,-744,
22,WCGR1der,88750098,6,156,6000,-788,
23,Andrew杨天贻,88634674,5,300,4000,-796,
24,effy_w,88763224,3,32,2000,-1202,
25,Jamesk317,88635628,2,168,2200,-1482,
26,SOSA,88746970,9,407,12800,-1710,
27,UsercT7,88780215,5,283,8200,-4040,
28,Frankzxl12,88793883,11,649,18500,-6016,